#####################################################################
# Alchemist log file - simulation started at: 2026-01-25T11:09+0000 #
#####################################################################
#
# seed = 120.0, connection_range_percentage = 0.2, variability = 3.0, history_length = 6000
#
# The columns have the following meaning: 
# time wandering[mean] defending[mean] solving[mean] wait[mean] attacked[max] alarm[max] historySize[mean] disagreementRate 
0.0 NaN NaN NaN NaN 0.0 0.0 NaN 0.0
0.0 0.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0
1.0473884881369535 0.0 0.0 0.0 1.0 0.0 0.0 2.325 0.0
2.017136975520896 0.0 0.0 0.0 1.0 0.0 0.0 2.825 0.0
3.0120103270438494 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
4.010696857487719 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
5.047388488136954 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
6.00050010651713 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
7.033476030534831 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
8.00471683429755 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
9.010268923635858 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
10.000581202195342 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
11.008713547817427 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
12.002842693764109 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
13.047388488136953 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
14.011106812247188 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
15.012734155777038 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
16.029923318682005 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
17.008709720339116 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
18.00613606061101 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
19.008692547915224 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
20.01380703908447 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
