#####################################################################
# Alchemist log file - simulation started at: 2026-05-19T07:50+0000 #
#####################################################################
#
# seed = 8.0, connection_range_percentage = 0.2, variability = 10.0, history_length = 6000, drones = 160
#
# The columns have the following meaning: 
# time wandering[mean] defending[mean] solving[mean] wait[mean] attacked[max] alarm[max] historySize[mean] disagreementRate 
0.0 NaN NaN NaN NaN 0.0 0.0 NaN 0.0
0.0 0.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0
1.00240122923617 0.0 0.0 0.0 1.0 0.0 0.0 2.29375 0.0
2.007450082751597 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
3.0029878999351256 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
4.008738644485343 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
5.001377279199405 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
6.009310181547543 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
7.004932249230271 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
8.00024610516387 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
9.00417918423068 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
10.00505149779063 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
11.00654320855679 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
12.006344103072049 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
13.01567983822856 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
14.00325074491244 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
15.008431764864383 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
16.00371380217749 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
17.002147066722962 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
18.00168418401946 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
19.004273798490907 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
20.001677596613902 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
