#####################################################################
# Alchemist log file - simulation started at: 2026-01-30T10:13+0000 #
#####################################################################
#
# seed = 107.0, connection_range_percentage = 0.1, variability = 4.0, history_length = 1200
#
# The columns have the following meaning: 
# time wandering[mean] defending[mean] solving[mean] wait[mean] attacked[max] alarm[max] historySize[mean] disagreementRate 
0.0 NaN NaN NaN NaN 0.0 0.0 NaN 0.0
0.0 0.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0
1.0102541627871708 0.0 0.0 0.0 1.0 0.0 0.0 2.375 0.0
2.004968147641073 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
3.001749210119755 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
4.010254162787171 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
5.010254162787171 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
6.010254162787171 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
7.010254162787171 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
8.001584696176865 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
9.0021754052433 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
10.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
11.004397825384999 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
12.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
13.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
14.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
15.004737750621128 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
16.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
17.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
18.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
19.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
20.01025416278717 0.0 0.0 0.0 1.0 0.0 0.0 3.0 0.0
